Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Unnamed: 10,Target,mass_frac
Barium dithionate dihydrate,Barium hyposulfate dihydrate,BaS2O6+2H2O,13845-17-5,333.484,wh cry,140 dec,,4.54,22.12,,H,0.0120898168536
Barium dithionate dihydrate,Barium hyposulfate dihydrate,BaS2O6+2H2O,13845-17-5,333.484,wh cry,140 dec,,4.54,22.12,,O,0.38381216296
Barium dithionate dihydrate,Barium hyposulfate dihydrate,BaS2O6+2H2O,13845-17-5,333.484,wh cry,140 dec,,4.54,22.12,,S,0.192303102074
Barium ferrite,Barium iron oxide,BaFe12O19,11138-11-7,1111.456,magnetic solid,,,,,,Ba,0.1235559927
Barium ferrite,Barium iron oxide,BaFe12O19,11138-11-7,1111.456,magnetic solid,,,,,,Fe,0.602939064772
Barium ferrite,Barium iron oxide,BaFe12O19,11138-11-7,1111.456,magnetic solid,,,,,,O,0.273504942528
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,Ba,0.461840040782
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,C,0.121178402888
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,Fe,0.0939052665443
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,H,0.0203386246276
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,N,0.14131645414
Barium ferrocyanide hexahydrate,,Ba2Fe(CN)6+6H2O,13821-06-2*,594.694,yel monocl cry,80 dec,,,,,O,0.161421211018
Barium fluoride,,BaF2,7787-32-8,175.324,wh cub cry,1368,2260,4.893,0.16125,,Ba,0.783276400506
Barium fluoride,,BaF2,7787-32-8,175.324,wh cub cry,1368,2260,4.893,0.16125,,F,0.216723599494
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,,Ba,0.60400186698
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,,C,0.105652715398
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,,H,0.00886639396191
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,,O,0.28147902366
Barium hexaboride,Barium boride,BaB6,12046-08-1,202.193,blk cub cry,2070,,4.36,,,B,0.320812293205
Barium hexaboride,Barium boride,BaB6,12046-08-1,202.193,blk cub cry,2070,,4.36,,,Ba,0.679187706795
Barium hexafluorogermanate,,BaGeF6,?,323.96,wh cry,≈665,,4.56,,,Ba,0.4239044759
Barium hexafluorogermanate,,BaGeF6,?,323.96,wh cry,≈665,,4.56,,,F,0.351868524825
Barium hexafluorogermanate,,BaGeF6,?,323.96,wh cry,≈665,,4.56,,,Ge,0.224226999275
Barium hexafluorosilicate,Barium silicofluoride,BaSiF6,17125-80-3,279.403,wh orth needles,300 dec,,4.29,,,Ba,0.491501665026
Barium hexafluorosilicate,Barium silicofluoride,BaSiF6,17125-80-3,279.403,wh orth needles,300 dec,,4.29,,,F,0.407978626445
Barium hexafluorosilicate,Barium silicofluoride,BaSiF6,17125-80-3,279.403,wh orth needles,300 dec,,4.29,,,Si,0.100519708529
Barium hydride,,BaH2,13477-09-3,139.343,gray orth cry,1200,,4.16,,,Ba,0.985532952957
Barium hydride,,BaH2,13477-09-3,139.343,gray orth cry,1200,,4.16,,,H,0.0144670470425
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,,Ba,0.588612475629
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,,H,0.00432024335116
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,,O,0.274307206669
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,,P,0.132760074351
Barium hydrosulfide,,Ba(HS)2,25417-81-6,203.473,yel hyg cry,,,,,,Ba,0.674915497338
Barium hydrosulfide,,Ba(HS)2,25417-81-6,203.473,yel hyg cry,,,,,,H,0.00990736455885
Barium hydrosulfide,,Ba(HS)2,25417-81-6,203.473,yel hyg cry,,,,,,S,0.315177138103
Barium hydrosulfide tetrahydrate,,Ba(HS)2+4H2O,12230-74-9,275.534,yel rhomb cry,50 dec,,,,,Ba,0.498403100888
Barium hydrosulfide tetrahydrate,,Ba(HS)2+4H2O,12230-74-9,275.534,yel rhomb cry,50 dec,,,,,H,0.0365813293459
Barium hydrosulfide tetrahydrate,,Ba(HS)2+4H2O,12230-74-9,275.534,yel rhomb cry,50 dec,,,,,O,0.232267524153
Barium hydrosulfide tetrahydrate,,Ba(HS)2+4H2O,12230-74-9,275.534,yel rhomb cry,50 dec,,,,,S,0.232748045613
Barium hydroxide,Caustic baryta,Ba(OH)2,17194-00-2,171.342,wh powder,408,,,4.9125,,Ba,0.801480410371
Barium hydroxide,Caustic baryta,Ba(OH)2,17194-00-2,171.342,wh powder,408,,,4.9125,,H,0.0117652634199
Barium hydroxide,Caustic baryta,Ba(OH)2,17194-00-2,171.342,wh powder,408,,,4.9125,,O,0.186754326209
Barium hydroxide monohydrate,,Ba(OH)2+H2O,22326-55-2,189.357,wh powder,,,3.743,4.9125,,Ba,0.725228161669
Barium hydroxide monohydrate,,Ba(OH)2+H2O,22326-55-2,189.357,wh powder,,,3.743,4.9125,,H,0.0212918500593
Barium hydroxide monohydrate,,Ba(OH)2+H2O,22326-55-2,189.357,wh powder,,,3.743,4.9125,,O,0.253479988272
Barium hydroxide octahydrate,,Ba(OH)2+8H2O,12230-71-6,315.464,wh monocl cry,78 dec,,2.18,4.9125,,Ba,0.435317610965
Barium hydroxide octahydrate,,Ba(OH)2+8H2O,12230-71-6,315.464,wh monocl cry,78 dec,,2.18,4.9125,,H,0.0575118701372
Barium hydroxide octahydrate,,Ba(OH)2+8H2O,12230-71-6,315.464,wh monocl cry,78 dec,,2.18,4.9125,,O,0.507170518898
Barium hypophosphite monohydrate,,Ba(H2PO2)2+H2O,14871-79-5*,285.32,monocl plates,,,2.90,,,Ba,0.481310116274
Barium hypophosphite monohydrate,,Ba(H2PO2)2+H2O,14871-79-5*,285.32,monocl plates,,,2.90,,,H,0.0211960525722
Barium hypophosphite monohydrate,,Ba(H2PO2)2+H2O,14871-79-5*,285.32,monocl plates,,,2.90,,,O,0.280377240976
Barium hypophosphite monohydrate,,Ba(H2PO2)2+H2O,14871-79-5*,285.32,monocl plates,,,2.90,,,P,0.217116590178
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,,Ba,0.28190901881
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,,I,0.52102666803
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,,O,0.19706431316
Barium iodate monohydrate,,Ba(IO3)2+H2O,7787-34-0,505.148,cry,130 dec,,5.00,0.039625,,Ba,0.271855185619
Barium iodate monohydrate,,Ba(IO3)2+H2O,7787-34-0,505.148,cry,130 dec,,5.00,0.039625,,H,0.00399067504267
Barium iodate monohydrate,,Ba(IO3)2+H2O,7787-34-0,505.148,cry,130 dec,,5.00,0.039625,,I,0.50244508724
Barium iodate monohydrate,,Ba(IO3)2+H2O,7787-34-0,505.148,cry,130 dec,,5.00,0.039625,,O,0.221709052098
Barium iodide,,BaI2,13718-50-8,391.136,wh orth cry,711,,5.15,22125.0,,Ba,0.351097881724
Barium iodide,,BaI2,13718-50-8,391.136,wh orth cry,711,,5.15,22125.0,,I,0.648902118276
Barium iodide dihydrate,,BaI2+2H2O,7787-33-9,427.167,col cry,740 dec,,5.0,22125.0,,Ba,0.321483543302
Barium iodide dihydrate,,BaI2+2H2O,7787-33-9,427.167,col cry,740 dec,,5.0,22125.0,,H,0.00943838058462
Barium iodide dihydrate,,BaI2+2H2O,7787-33-9,427.167,col cry,740 dec,,5.0,22125.0,,I,0.594168643843
Barium iodide dihydrate,,BaI2+2H2O,7787-33-9,427.167,col cry,740 dec,,5.0,22125.0,,O,0.0749094322706
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,,Ba,0.535883799997
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,,Mn,0.214381791775
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,,O,0.249734408228
Barium metaborate dihydrate,,Ba(BO2)2+2H2O,23436-05-7,258.977,wh prec,dec,,,1.325,,B,0.0834899880746
Barium metaborate dihydrate,,Ba(BO2)2+2H2O,23436-05-7,258.977,wh prec,dec,,,1.325,,Ba,0.530266838975
Barium metaborate dihydrate,,Ba(BO2)2+2H2O,23436-05-7,258.977,wh prec,dec,,,1.325,,H,0.015568013797
Barium metaborate dihydrate,,Ba(BO2)2+2H2O,23436-05-7,258.977,wh prec,dec,,,1.325,,O,0.370675159153
Barium metaborate monohydrate,,Ba(BO2)2+H2O,26124-86-7,240.962,wh powder,>900,,3.3,,,B,0.0897320356232
Barium metaborate monohydrate,,Ba(BO2)2+H2O,26124-86-7,240.962,wh powder,>900,,3.3,,,Ba,0.569911722136
Barium metaborate monohydrate,,Ba(BO2)2+H2O,26124-86-7,240.962,wh powder,>900,,3.3,,,H,0.00836597058423
Barium metaborate monohydrate,,Ba(BO2)2+H2O,26124-86-7,240.962,wh powder,>900,,3.3,,,O,0.331990271656
Barium metaphosphate,,Ba(PO3)2,13466-20-1,295.271,wh powder,1560,,,,,Ba,0.465088123611
Barium metaphosphate,,Ba(PO3)2,13466-20-1,295.271,wh powder,1560,,,,,O,0.325112946102
Barium metaphosphate,,Ba(PO3)2,13466-20-1,295.271,wh powder,1560,,,,,P,0.209798930287
Barium metasilicate,,BaSiO3,13255-26-0,213.411,col rhomb powder,1605,,4.40,,,Ba,0.643486947937
Barium metasilicate,,BaSiO3,13255-26-0,213.411,col rhomb powder,1605,,4.40,,,O,0.224909997484
Barium metasilicate,,BaSiO3,13255-26-0,213.411,col rhomb powder,1605,,4.40,,,Si,0.13160305458
Barium molybdate,,BaMoO4,7787-37-3,297.27,wh powder,1450,,4.975,0.00212,,Ba,0.461968899089
Barium molybdate,,BaMoO4,7787-37-3,297.27,wh powder,1450,,4.975,0.00212,,Mo,0.322742768564
Barium molybdate,,BaMoO4,7787-37-3,297.27,wh powder,1450,,4.975,0.00212,,O,0.215288332348
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,,Ba,0.327642931118
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,,Nb,0.443323143486
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,,O,0.229033925396
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,,Ba,0.525478998748
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,,N,0.107192710709
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,,O,0.367328290543
Barium nitride,,Ba3N2,12047-79-9,439.994,yel-brn cry,>500 dec,,4.78,,,Ba,0.936332371503
Barium nitride,,Ba3N2,12047-79-9,439.994,yel-brn cry,>500 dec,,4.78,,,N,0.0636676284971
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,,Ba,0.598797408192
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,,N,0.122148967899
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,,O,0.279053623909
Barium nitrite monohydrate,,Ba(NO2)2+H2O,7787-38-4,247.353,yel-wh hex cry,217 dec,,3.18,79.525,,Ba,0.555185684217
Barium nitrite monohydrate,,Ba(NO2)2+H2O,7787-38-4,247.353,yel-wh hex cry,217 dec,,3.18,79.525,,H,0.00814980096484
Barium nitrite monohydrate,,Ba(NO2)2+H2O,7787-38-4,247.353,yel-wh hex cry,217 dec,,3.18,79.525,,N,0.113252591597
Barium nitrite monohydrate,,Ba(NO2)2+H2O,7787-38-4,247.353,yel-wh hex cry,217 dec,,3.18,79.525,,O,0.323411923222
Barium orthovanadate,,Ba3(VO4)2,39416-30-3,641.859,hex cry,707,,5.14,,,Ba,0.641855721629
Barium orthovanadate,,Ba3(VO4)2,39416-30-3,641.859,hex cry,707,,5.14,,,O,0.199413204641
Barium orthovanadate,,Ba3(VO4)2,39416-30-3,641.859,hex cry,707,,5.14,,,V,0.158731073731
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,,Ba,0.609405092613
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,,C,0.106597853967
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,,O,0.28399705342
Barium oxalate monohydrate,,BaC2O4+H2O,13463-22-4,243.361,wh cry powder,,,2.66,0.00752,,Ba,0.564292725614
Barium oxalate monohydrate,,BaC2O4+H2O,13463-22-4,243.361,wh cry powder,,,2.66,0.00752,,C,0.0987067457896
Barium oxalate monohydrate,,BaC2O4+H2O,13463-22-4,243.361,wh cry powder,,,2.66,0.00752,,H,0.00828348700336
Barium oxalate monohydrate,,BaC2O4+H2O,13463-22-4,243.361,wh cry powder,,,2.66,0.00752,,O,0.328717041593
Barium oxide,Barium monoxide,BaO,1304-28-5,153.326,wh-yel powder; cub and hex,1973,,5.72(cub),1.52,,Ba,0.895651368584
Barium oxide,Barium monoxide,BaO,1304-28-5,153.326,wh-yel powder; cub and hex,1973,,5.72(cub),1.52,,O,0.104348631416
"Barium 2,4-pentanedioate octahydrate",Barium acetylacetonate octahydrate,Ba(CH3COCHCOCH3)2+8H2O,12084-29-6*,479.665,col hyg cry,320 (anh),,,,,Ba,0.286297728623
"Barium 2,4-pentanedioate octahydrate",Barium acetylacetonate octahydrate,Ba(CH3COCHCOCH3)2+8H2O,12084-29-6*,479.665,col hyg cry,320 (anh),,,,,C,0.250397673376
"Barium 2,4-pentanedioate octahydrate",Barium acetylacetonate octahydrate,Ba(CH3COCHCOCH3)2+8H2O,12084-29-6*,479.665,col hyg cry,320 (anh),,,,,H,0.0630402468389
"Barium 2,4-pentanedioate octahydrate",Barium acetylacetonate octahydrate,Ba(CH3COCHCOCH3)2+8H2O,12084-29-6*,479.665,col hyg cry,320 (anh),,,,,O,0.400264351162
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.20,31225.0,,Ba,0.408433914823
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.20,31225.0,,Cl,0.2108865348
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.20,31225.0,,O,0.380679550377
Barium perchlorate trihydrate,,Ba(ClO4)2+3H2O,10294-39-0,390.274,col cry,,,2.74,31225.0,,Ba,0.351873263208
Barium perchlorate trihydrate,,Ba(ClO4)2+3H2O,10294-39-0,390.274,col cry,,,2.74,31225.0,,Cl,0.181682594107
Barium perchlorate trihydrate,,Ba(ClO4)2+3H2O,10294-39-0,390.274,col cry,,,2.74,31225.0,,H,0.0154958807919
Barium perchlorate trihydrate,,Ba(ClO4)2+3H2O,10294-39-0,390.274,col cry,,,2.74,31225.0,,O,0.450948261893
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,,Ba,0.366011796056
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,,Mn,0.292848056424
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,,O,0.34114014752
Barium peroxide,,BaO2,1304-29-6,169.326,gray-wh tetr cry,450 dec,,4.96,0.0912,,Ba,0.811022301386
Barium peroxide,,BaO2,1304-29-6,169.326,gray-wh tetr cry,450 dec,,4.96,0.0912,,O,0.188977698614
Barium plumbate,Barium lead oxide,BaPbO3,12047-25-5,392.5,orth cry,,,,,,Ba,0.349855244963
Barium plumbate,Barium lead oxide,BaPbO3,12047-25-5,392.5,orth cry,,,,,,O,0.122280556764
Barium plumbate,Barium lead oxide,BaPbO3,12047-25-5,392.5,orth cry,,,,,,Pb,0.527864198273
Barium potassium chromate,Pigment E,BaK2(CrO4)2,27133-66-0,447.511,yel hex cry,,,3.63,,,Ba,0.306868434519
Barium potassium chromate,Pigment E,BaK2(CrO4)2,27133-66-0,447.511,yel hex cry,,,3.63,,,Cr,0.232379092358
Barium potassium chromate,Pigment E,BaK2(CrO4)2,27133-66-0,447.511,yel hex cry,,,3.63,,,K,0.174736710383
Barium potassium chromate,Pigment E,BaK2(CrO4)2,27133-66-0,447.511,yel hex cry,,,3.63,,,O,0.286015762741
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,,Ba,0.61225064285
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,,O,0.249657753197
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,,P,0.138091603953
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,,Ba,0.489955566592
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,,O,0.228330775219
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,,Se,0.281713658189
Barium selenide,,BaSe,1304-39-8,216.29,cub cry powder,1780,,5.02,,,Ba,0.63492951495
Barium selenide,,BaSe,1304-39-8,216.29,cub cry powder,1780,,5.02,,,Se,0.36507048505
Barium selenite,,BaSeO3,13718-59-7,264.29,solid,,,,,,Ba,0.519616686822
Barium selenite,,BaSeO3,13718-59-7,264.29,solid,,,,,,O,0.181615164224
Barium selenite,,BaSeO3,13718-59-7,264.29,solid,,,,,,Se,0.298768148954
Barium silicide,,BaSi2,1304-40-1,193.498,gray lumps,1180,,,,,Ba,0.709707593877
Barium silicide,,BaSi2,1304-40-1,193.498,gray lumps,1180,,,,,Si,0.290292406123
Barium sodium niobate,,Ba2Na(NbO3)5,12323-03-4,1002.167,wh orth cry,1437,,5.40,,,Ba,0.274060202179
Barium sodium niobate,,Ba2Na(NbO3)5,12323-03-4,1002.167,wh orth cry,1437,,5.40,,,Na,0.0229400657443
Barium sodium niobate,,Ba2Na(NbO3)5,12323-03-4,1002.167,wh orth cry,1437,,5.40,,,Nb,0.463527589012
Barium sodium niobate,,Ba2Na(NbO3)5,12323-03-4,1002.167,wh orth cry,1437,,5.40,,,O,0.239472143064
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,,Ba,0.451681252697
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,,O,0.157870536043
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,,Sn,0.39044821126
Barium stannate trihydrate,,BaSnO3+3H2O,12009-18-6*,358.081,wh cry powder,,,,,,Ba,0.383508157818
Barium stannate trihydrate,,BaSnO3+3H2O,12009-18-6*,358.081,wh cry powder,,,,,,H,0.0168890260149
Barium stannate trihydrate,,BaSnO3+3H2O,12009-18-6*,358.081,wh cry powder,,,,,,O,0.268085682504
Barium stannate trihydrate,,BaSnO3+3H2O,12009-18-6*,358.081,wh cry powder,,,,,,Sn,0.331517133663
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,,Ba,0.194993195749
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,,C,0.613951895421
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,,H,0.100183510312
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,,O,0.0908713985178
Barium strontium niobate,Barium niobium strontium oxide,BaSr(NbO3)4,37185-09-4,788.57,pale yel solid,,,,,,Ba,0.174147906986
Barium strontium niobate,Barium niobium strontium oxide,BaSr(NbO3)4,37185-09-4,788.57,pale yel solid,,,,,,Nb,0.471267896996
Barium strontium niobate,Barium niobium strontium oxide,BaSr(NbO3)4,37185-09-4,788.57,pale yel solid,,,,,,O,0.243471016453
Barium strontium niobate,Barium niobium strontium oxide,BaSr(NbO3)4,37185-09-4,788.57,pale yel solid,,,,,,Sr,0.111113179565
Barium strontium tungstate,Barium strontium tungsten oxide,Ba2SrWO6,14871-56-8,642.11,hyg pow,1400,,,,,Ba,0.427736414174
Barium strontium tungstate,Barium strontium tungsten oxide,Ba2SrWO6,14871-56-8,642.11,hyg pow,1400,,,,,O,0.149501394153
Barium strontium tungstate,Barium strontium tungsten oxide,Ba2SrWO6,14871-56-8,642.11,hyg pow,1400,,,,,Sr,0.136456285399
Barium strontium tungstate,Barium strontium tungsten oxide,Ba2SrWO6,14871-56-8,642.11,hyg pow,1400,,,,,W,0.286305906274
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,,Ba,0.588402396679
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,,O,0.274209304956
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,,S,0.137388298365
Barium sulfide,,BaS,21109-95-5,169.392,col cub cry or gray powder,2227,,4.3,8.9425,,Ba,0.810705346179
Barium sulfide,,BaS,21109-95-5,169.392,col cub cry or gray powder,2227,,4.3,8.9425,,S,0.189294653821
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,,Ba,0.631707409074
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,,O,0.220792841628
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,,S,0.147499749299
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,,Ba,0.481177230559
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,,C,0.168336171709
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,,H,0.0141268003457
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,,O,0.336359797386
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,Ba,0.270040774629
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,C,0.0944716984085
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,H,0.0158561622044
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,N,0.110171491928
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,O,0.125845328875
Barium tetracyanoplatinate(II) tetrahydrate,Barium platinous cyanide tetrahydrate,BaPt(CN)4+4H2O,13755-32-3,508.543,yel powder or cry,,,2.076,,,Pt,0.383614543955
Barium tetraiodomercurate(II),Barium mercuric iodide,BaHgI4,10048-99-4,845.54,yel-red hyg cry,,,,,,Ba,0.162414352439
Barium tetraiodomercurate(II),Barium mercuric iodide,BaHgI4,10048-99-4,845.54,yel-red hyg cry,,,,,,Hg,0.237234447383
Barium tetraiodomercurate(II),Barium mercuric iodide,BaHgI4,10048-99-4,845.54,yel-red hyg cry,,,,,,I,0.600351200178
Barium thiocyanate,,Ba(SCN)2,2092-17-3,253.491,hyg cry,,,,16725.0,,Ba,0.541741389662
Barium thiocyanate,,Ba(SCN)2,2092-17-3,253.491,hyg cry,,,,16725.0,,C,0.0947620396399
Barium thiocyanate,,Ba(SCN)2,2092-17-3,253.491,hyg cry,,,,16725.0,,N,0.110510083561
Barium thiocyanate,,Ba(SCN)2,2092-17-3,253.491,hyg cry,,,,16725.0,,S,0.252986487137
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,Ba,0.474322604997
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,C,0.082969066707
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,H,0.0139255565615
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,N,0.0967572936336
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,O,0.110522724393
Barium thiocyanate dihydrate,,Ba(SCN)2+2H2O,2092-17-3*,289.522,hyg wh cry,,,,16725.0,,S,0.221502753708
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,Ba,0.44653721086
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,C,0.078108812957
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,H,0.0196647148622
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,N,0.0910893378775
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,O,0.156072603015
Barium thiocyanate trihydrate,,Ba(SCN)2+3H2O,68016-36-4,307.537,wh needles; hyg,,,2.286,16725.0,,S,0.208527320428
Barium thiosulfate,Barium hyposulfite,BaS2O3,35112-53-9,249.455,wh cry powder,220 dec,,,0.22,,Ba,0.550507666306
Barium thiosulfate,Barium hyposulfite,BaS2O3,35112-53-9,249.455,wh cry powder,220 dec,,,0.22,,O,0.192412104458
Barium thiosulfate,Barium hyposulfite,BaS2O3,35112-53-9,249.455,wh cry powder,220 dec,,,0.22,,S,0.257080229236
Barium thiosulfate monohydrate,Barium hyposulfite monohydrate,BaS2O3+H2O,7787-40-8,267.471,wh cry powder,dec,,3.5,0.2,,Ba,0.513428622104
Barium thiosulfate monohydrate,Barium hyposulfite monohydrate,BaS2O3+H2O,7787-40-8,267.471,wh cry powder,dec,,3.5,0.2,,H,0.00753683172812
Barium thiosulfate monohydrate,Barium hyposulfite monohydrate,BaS2O3+H2O,7787-40-8,267.471,wh cry powder,dec,,3.5,0.2,,O,0.239269769135
Barium thiosulfate monohydrate,Barium hyposulfite monohydrate,BaS2O3+H2O,7787-40-8,267.471,wh cry powder,dec,,3.5,0.2,,S,0.239764777033
