Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Target,mass_frac
Cobalt(III) ammonium tetranitrodiammine,Erdmann's salt,NH4(Co(NH3)2(NO2)4),13600-89-0,295.054,red-brn orth cry,,,1.97,,N,0.332300762067
Cobalt(III) ammonium tetranitrodiammine,Erdmann's salt,NH4(Co(NH3)2(NO2)4),13600-89-0,295.054,red-brn orth cry,,,1.97,,O,0.43380160414
Cobalt boride (CoB),,CoB,12006-77-8,69.744,refrac solid,1460,,7.25,,B,0.155009316546
Cobalt boride (CoB),,CoB,12006-77-8,69.744,refrac solid,1460,,7.25,,Co,0.844990683454
Cobalt boride (Co2B),,Co2B,12045-01-1,128.677,refrac solid,1280,,8.1,,B,0.0840163139771
Cobalt boride (Co2B),,Co2B,12045-01-1,128.677,refrac solid,1280,,8.1,,Co,0.915983686023
Cobalt(II) carbonate,Spherocobaltite,CoCO3,513-79-1,118.942,pink rhomb cry,dec 280,,4.2,0.000142,C,0.100979388332
Cobalt(II) carbonate,Spherocobaltite,CoCO3,513-79-1,118.942,pink rhomb cry,dec 280,,4.2,0.000142,Co,0.495478030717
Cobalt(II) carbonate,Spherocobaltite,CoCO3,513-79-1,118.942,pink rhomb cry,dec 280,,4.2,0.000142,O,0.403542580951
Cobalt carbonyl,Dicobalt octacarbonyl,Co2(CO)8,10210-68-1,341.947,oran cry,51 dec,,1.78,,C,0.280995436752
Cobalt carbonyl,Dicobalt octacarbonyl,Co2(CO)8,10210-68-1,341.947,oran cry,51 dec,,1.78,,Co,0.344691792905
Cobalt carbonyl,Dicobalt octacarbonyl,Co2(CO)8,10210-68-1,341.947,oran cry,51 dec,,1.78,,O,0.374312770343
Cobalt(II) cyanide,Cobaltous cyanide,Co(CN)2,542-84-7,110.967,blue hyg cry,,,1.872,,C,0.216471424937
Cobalt(II) cyanide,Cobaltous cyanide,Co(CN)2,542-84-7,110.967,blue hyg cry,,,1.872,,Co,0.531082813563
Cobalt(II) cyanide,Cobaltous cyanide,Co(CN)2,542-84-7,110.967,blue hyg cry,,,1.872,,N,0.252445761501
Cobalt disulfide,,CoS2,12013-10-4,123.063,cub cry,,,4.3,,Co,0.478885624577
Cobalt disulfide,,CoS2,12013-10-4,123.063,cub cry,,,4.3,,S,0.521114375423
Cobalt dodecacarbonyl,Tetracobalt dodecacarbonyl,Co4(CO)12,17786-31-1,571.854,blk cry,60 dec,,2.09,,C,0.252037067225
Cobalt dodecacarbonyl,Tetracobalt dodecacarbonyl,Co4(CO)12,17786-31-1,571.854,blk cry,60 dec,,2.09,,Co,0.41222547756
Cobalt dodecacarbonyl,Tetracobalt dodecacarbonyl,Co4(CO)12,17786-31-1,571.854,blk cry,60 dec,,2.09,,O,0.335737455215
Cobalt(II) fluoride,Cobaltous fluoride,CoF2,10026-17-2,96.93,red tetr cry,1127,≈1400,4.46,1.425,Co,0.607997463621
Cobalt(II) fluoride,Cobaltous fluoride,CoF2,10026-17-2,96.93,red tetr cry,1127,≈1400,4.46,1.425,F,0.392002536379
Cobalt(III) fluoride,Cobaltic fluoride,CoF3,10026-18-3,115.928,brn hex cry,927,,3.88,,Co,0.508358544253
Cobalt(III) fluoride,Cobaltic fluoride,CoF3,10026-18-3,115.928,brn hex cry,927,,3.88,,F,0.491641455747
Cobalt(II) hydroxide,Cobaltous hydroxide,Co(OH)2,21041-93-0,92.948,blue-grn cry,≈160 dec,,3.6,,Co,0.634045641173
Cobalt(II) hydroxide,Cobaltous hydroxide,Co(OH)2,21041-93-0,92.948,blue-grn cry,≈160 dec,,3.6,,H,0.0216882849662
Cobalt(II) hydroxide,Cobaltous hydroxide,Co(OH)2,21041-93-0,92.948,blue-grn cry,≈160 dec,,3.6,,O,0.344266073861
Cobalt(III) hydroxide,Cobaltic hydroxide,Co(OH)3,1307-86-4,109.955,brn powder,dec,,≈4,,Co,0.535974532904
Cobalt(III) hydroxide,Cobaltic hydroxide,Co(OH)3,1307-86-4,109.955,brn powder,dec,,≈4,,H,0.0275004691683
Cobalt(III) hydroxide,Cobaltic hydroxide,Co(OH)3,1307-86-4,109.955,brn powder,dec,,≈4,,O,0.436524997928
Cobalt(II) iodate,Cobaltous iodate,Co(IO3)2,13455-28-2,408.738,blk-viol needles,200 dec,,5.09,0.462,Co,0.144183114518
Cobalt(II) iodate,Cobaltous iodate,Co(IO3)2,13455-28-2,408.738,blk-viol needles,200 dec,,5.09,0.462,I,0.620956719924
Cobalt(II) iodate,Cobaltous iodate,Co(IO3)2,13455-28-2,408.738,blk-viol needles,200 dec,,5.09,0.462,O,0.234860165558
Cobalt(II) iodide,Cobaltous iodide,CoI2,15238-00-3,312.742,blk hex cry; hyg,520,,5.6,20325.0,Co,0.188440214492
Cobalt(II) iodide,Cobaltous iodide,CoI2,15238-00-3,312.742,blk hex cry; hyg,520,,5.6,20325.0,I,0.811559785508
Cobalt(II) nitrate,Cobaltous nitrate,Co(NO3)2,10141-05-6,182.942,pale red powder,100 dec,,2.49,10325.0,Co,0.322139664325
Cobalt(II) nitrate,Cobaltous nitrate,Co(NO3)2,10141-05-6,182.942,pale red powder,100 dec,,2.49,10325.0,N,0.153126387813
Cobalt(II) nitrate,Cobaltous nitrate,Co(NO3)2,10141-05-6,182.942,pale red powder,100 dec,,2.49,10325.0,O,0.524733947862
Cobalt(III) nitrate,Cobaltic nitrate,Co(NO3)3,15520-84-0,244.948,grn cub cry; hyg,,,≈3.0,,Co,0.240594821197
Cobalt(III) nitrate,Cobaltic nitrate,Co(NO3)3,15520-84-0,244.948,grn cub cry; hyg,,,≈3.0,,N,0.171547095761
Cobalt(III) nitrate,Cobaltic nitrate,Co(NO3)3,15520-84-0,244.948,grn cub cry; hyg,,,≈3.0,,O,0.587858083043
Cobalt(II) oxalate,Cobaltous oxalate,CoC2O4,814-89-1,146.952,pink powder,250 dec,,3.02,0.00372,C,0.163464043528
Cobalt(II) oxalate,Cobaltous oxalate,CoC2O4,814-89-1,146.952,pink powder,250 dec,,3.02,0.00372,Co,0.401036507144
Cobalt(II) oxalate,Cobaltous oxalate,CoC2O4,814-89-1,146.952,pink powder,250 dec,,3.02,0.00372,O,0.435499449328
Cobalt(II) oxide,Cobaltous oxide,CoO,1307-96-6,74.932,gray cub cry,1830,,6.44,,Co,0.786482771616
Cobalt(II) oxide,Cobaltous oxide,CoO,1307-96-6,74.932,gray cub cry,1830,,6.44,,O,0.213517228384
"Cobalt(II,III) oxide",Cobaltic-cobaltous oxide,Co3O4,1308-06-1,240.798,blk cub cry,900 dec,,6.11,,Co,0.734226128931
"Cobalt(II,III) oxide",Cobaltic-cobaltous oxide,Co3O4,1308-06-1,240.798,blk cub cry,900 dec,,6.11,,O,0.265773871069
Cobalt(III) oxide,Cobalt black,Co2O3,1308-04-9,165.864,gray-blk powder,895 dec,,5.18,,Co,0.710618161477
Cobalt(III) oxide,Cobalt black,Co2O3,1308-04-9,165.864,gray-blk powder,895 dec,,5.18,,O,0.289381838523
Cobalt(II) perchlorate,Cobaltous perchlorate,Co(ClO4)2,13455-31-7,257.834,red needles,,,3.33,11325.0,Cl,0.275005978159
Cobalt(II) perchlorate,Cobaltous perchlorate,Co(ClO4)2,13455-31-7,257.834,red needles,,,3.33,11325.0,Co,0.228569950879
Cobalt(II) perchlorate,Cobaltous perchlorate,Co(ClO4)2,13455-31-7,257.834,red needles,,,3.33,11325.0,O,0.496424070962
Cobalt phosphide,,Co2P,12134-02-0,148.84,gray needles,1386,,6.4,,Co,0.791899150976
Cobalt phosphide,,Co2P,12134-02-0,148.84,gray needles,1386,,6.4,,P,0.208100849024
Cobalt(II) stannate,Cobaltous stannate,Co2SnO4,12139-93-4,300.574,grn-blue cub cry,,,6.3,,Co,0.392137689625
Cobalt(II) stannate,Cobaltous stannate,Co2SnO4,12139-93-4,300.574,grn-blue cub cry,,,6.3,,O,0.212917957405
Cobalt(II) stannate,Cobaltous stannate,Co2SnO4,12139-93-4,300.574,grn-blue cub cry,,,6.3,,Sn,0.394944352969
Cobalt(II) stearate,Cobaltous stearate,Co(C18H35O2)2,1002-88-6,625.872,purp solid,74,,1.13,,C,0.690852668956
Cobalt(II) stearate,Cobaltous stearate,Co(C18H35O2)2,1002-88-6,625.872,purp solid,74,,1.13,,Co,0.0941617683858
Cobalt(II) stearate,Cobaltous stearate,Co(C18H35O2)2,1002-88-6,625.872,purp solid,74,,1.13,,H,0.112732033243
Cobalt(II) stearate,Cobaltous stearate,Co(C18H35O2)2,1002-88-6,625.872,purp solid,74,,1.13,,O,0.102253529415
Cobalt(II) sulfate,Cobaltous sulfate,CoSO4,10124-43-3,154.996,red orth cry,>700,,3.71,38.325,Co,0.380224476412
Cobalt(II) sulfate,Cobaltous sulfate,CoSO4,10124-43-3,154.996,red orth cry,>700,,3.71,38.325,O,0.412898943484
Cobalt(II) sulfate,Cobaltous sulfate,CoSO4,10124-43-3,154.996,red orth cry,>700,,3.71,38.325,S,0.206876580103
Cobalt(II) sulfide,Sycoporite,CoS,1317-42-6,90.998,blk amorp powder,1117,,5.45,,Co,0.647630373328
Cobalt(II) sulfide,Sycoporite,CoS,1317-42-6,90.998,blk amorp powder,1117,,5.45,,S,0.352369626672
Cobalt(III) sulfide,Cobaltic sulfide,Co2S3,1332-71-4,214.061,blk cub cry,,,4.8,,Co,0.550619567592
Cobalt(III) sulfide,Cobaltic sulfide,Co2S3,1332-71-4,214.061,blk cub cry,,,4.8,,S,0.449380432408
Copper,,Cu,7440-50-8,63.546,red metal; cub,1084.62,2562,8.96,,Cu,1.0
Copper(II) azide,Cupric azide,Cu(N3)2,14215-30-6,147.586,brn orth cry; exp,,,≈2.6,,Cu,0.430568711709
Copper(II) azide,Cupric azide,Cu(N3)2,14215-30-6,147.586,brn orth cry; exp,,,≈2.6,,N,0.569431288291
Copper(II) borate,Cupric borate,Cu(BO2)2,39290-85-2,149.166,blue-grn powder,,,3.859,,B,0.144952991843
Copper(II) borate,Cupric borate,Cu(BO2)2,39290-85-2,149.166,blue-grn powder,,,3.859,,Cu,0.426009750237
Copper(II) borate,Cupric borate,Cu(BO2)2,39290-85-2,149.166,blue-grn powder,,,3.859,,O,0.42903725792
Copper(I) cyanide,Cuprous cyanide,CuCN,544-92-3,89.564,wh powder or grn orth cry,474,dec,2.9,,C,0.134102769658
Copper(I) cyanide,Cuprous cyanide,CuCN,544-92-3,89.564,wh powder or grn orth cry,474,dec,2.9,,Cu,0.709508571582
Copper(I) cyanide,Cuprous cyanide,CuCN,544-92-3,89.564,wh powder or grn orth cry,474,dec,2.9,,N,0.15638865876
Copper(II) ferrocyanide,Hatchett's brown,Cu2Fe(CN)6,13601-13-3,339.041,red-br cub cry or powder,,,2.2,,C,0.212552803286
Copper(II) ferrocyanide,Hatchett's brown,Cu2Fe(CN)6,13601-13-3,339.041,red-br cub cry or powder,,,2.2,,Cu,0.374856875886
Copper(II) ferrocyanide,Hatchett's brown,Cu2Fe(CN)6,13601-13-3,339.041,red-br cub cry or powder,,,2.2,,Fe,0.164714397711
Copper(II) ferrocyanide,Hatchett's brown,Cu2Fe(CN)6,13601-13-3,339.041,red-br cub cry or powder,,,2.2,,N,0.247875923117
Copper(I) fluoride,Cuprous fluoride,CuF,13478-41-6,82.544,cub cry,,,7.1,,Cu,0.769840201595
Copper(I) fluoride,Cuprous fluoride,CuF,13478-41-6,82.544,cub cry,,,7.1,,F,0.230159798405
Copper(II) fluoride,Cupric fluoride,CuF2,7789-19-7,101.543,wh monocl cry,836,1676,4.23,0.07525,Cu,0.625805039795
Copper(II) fluoride,Cupric fluoride,CuF2,7789-19-7,101.543,wh monocl cry,836,1676,4.23,0.07525,F,0.374194960205
Copper(II) hydroxide,Cupric hydroxide,Cu(OH)2,20427-59-2,97.561,blue-grn powder,,,3.37,,Cu,0.651348473586
Copper(II) hydroxide,Cupric hydroxide,Cu(OH)2,20427-59-2,97.561,blue-grn powder,,,3.37,,H,0.0206628326084
Copper(II) hydroxide,Cupric hydroxide,Cu(OH)2,20427-59-2,97.561,blue-grn powder,,,3.37,,O,0.327988693806
Copper(II) iodate,Cupric iodate,Cu(IO3)2,13454-89-2,413.351,grn monocl cry,dec,,5.241,0.152,Cu,0.15373362525
Copper(II) iodate,Cupric iodate,Cu(IO3)2,13454-89-2,413.351,grn monocl cry,dec,,5.241,0.152,I,0.614027137302
Copper(II) iodate,Cupric iodate,Cu(IO3)2,13454-89-2,413.351,grn monocl cry,dec,,5.241,0.152,O,0.232239237449
Copper(I) iodide,Marshite,CuI,7681-65-4,190.45,wh cub cry,591,≈1290,5.67,2.02e-05,Cu,0.333661555154
Copper(I) iodide,Marshite,CuI,7681-65-4,190.45,wh cub cry,591,≈1290,5.67,2.02e-05,I,0.666338444846
Copper nitride,,Cu3N,1308-80-1,204.645,cub cry,300 dec,,5.84,,Cu,0.931556009024
Copper nitride,,Cu3N,1308-80-1,204.645,cub cry,300 dec,,5.84,,N,0.0684439909756
Copper(I) oxide,Cuprite,Cu2O,1317-39-1,143.091,red-brn cub cry,1244,1800 dec,6,,Cu,0.888187550055
Copper(I) oxide,Cuprite,Cu2O,1317-39-1,143.091,red-brn cub cry,1244,1800 dec,6,,O,0.111812449945
Copper(II) oxide,Tenorite,CuO,1317-38-0,79.545,blk powder or monocl cry,1227,,6.31,,Cu,0.798864547793
Copper(II) oxide,Tenorite,CuO,1317-38-0,79.545,blk powder or monocl cry,1227,,6.31,,O,0.201135452207
Copper phosphide,,CuP2,12019-11-3,125.494,monocl cry,≈900,,4.2,,Cu,0.506368758917
Copper phosphide,,CuP2,12019-11-3,125.494,monocl cry,≈900,,4.2,,P,0.493631241083
Copper(II) sulfate,Chalcocyanite,CuSO4,7758-98-7,159.609,wh-grn amorp powder or rhomb cry,560 dec,,3.6,22.025,Cu,0.398136441269
Copper(II) sulfate,Chalcocyanite,CuSO4,7758-98-7,159.609,wh-grn amorp powder or rhomb cry,560 dec,,3.6,22.025,O,0.400965862742
Copper(II) sulfate,Chalcocyanite,CuSO4,7758-98-7,159.609,wh-grn amorp powder or rhomb cry,560 dec,,3.6,22.025,S,0.200897695989
"Copper(II) sulfate, basic",Antlerite,Cu3(OH)4SO4,1332-14-5,354.73,grn rhomb cry,,,3.88,,Cu,0.537417251139
"Copper(II) sulfate, basic",Antlerite,Cu3(OH)4SO4,1332-14-5,354.73,grn rhomb cry,,,3.88,,H,0.0113657160506
"Copper(II) sulfate, basic",Antlerite,Cu3(OH)4SO4,1332-14-5,354.73,grn rhomb cry,,,3.88,,O,0.360824329583
"Copper(II) sulfate, basic",Antlerite,Cu3(OH)4SO4,1332-14-5,354.73,grn rhomb cry,,,3.88,,S,0.090392703227
Copper(I) sulfide,Chalcocite,Cu2S,22205-45-4,159.157,blue-blk orth cry,1129,,5.6,,Cu,0.798532266881
Copper(I) sulfide,Chalcocite,Cu2S,22205-45-4,159.157,blue-blk orth cry,1129,,5.6,,S,0.201467733119
Copper(II) sulfide,Covellite,CuS,1317-40-4,95.611,blk hex cry,trans 507,,4.76,,Cu,0.664630638734
Copper(II) sulfide,Covellite,CuS,1317-40-4,95.611,blk hex cry,trans 507,,4.76,,S,0.335369361266
Copper(I) thiocyanate,Cuprous thiocyanate,CuSCN,1111-67-7,121.629,wh-yel amorp powder,1084,,2.85,,C,0.0987491408257
Copper(I) thiocyanate,Cuprous thiocyanate,CuSCN,1111-67-7,121.629,wh-yel amorp powder,1084,,2.85,,Cu,0.522460214884
Copper(I) thiocyanate,Cuprous thiocyanate,CuSCN,1111-67-7,121.629,wh-yel amorp powder,1084,,2.85,,N,0.115159781761
Copper(I) thiocyanate,Cuprous thiocyanate,CuSCN,1111-67-7,121.629,wh-yel amorp powder,1084,,2.85,,S,0.263630862529
Curium,,Cm,7440-51-9,247.0,silv metal; hex or cub,1345,≈3100,13.51,,Cm,1.0
Cyanogen iodide,Iodine cyanide,ICN,506-78-5,152.922,col needles,146.7,,2.84,,C,0.0785414146453
Cyanogen iodide,Iodine cyanide,ICN,506-78-5,152.922,col needles,146.7,,2.84,,I,0.829864753812
Cyanogen iodide,Iodine cyanide,ICN,506-78-5,152.922,col needles,146.7,,2.84,,N,0.0915938315429
Decaborane(14),,B10H14,17702-41-9,122.221,wh orth cry,98.78,213,0.94,,B,0.884544051128
Decaborane(14),,B10H14,17702-41-9,122.221,wh orth cry,98.78,213,0.94,,H,0.115455948872
Decaborane(16),"1,1'-Bipentaborane(9)",B10H16,71595-75-0,124.237,col cry,≈81,dec 170,subl,,B,0.870191369659
Decaborane(16),"1,1'-Bipentaborane(9)",B10H16,71595-75-0,124.237,col cry,≈81,dec 170,subl,,H,0.129808630341
Gallium(III) fluoride,Gallium trifluoride,GaF3,7783-51-9,126.718,wh powder or col needles,>1000,,4.47,,F,0.449779157865
Gallium(III) fluoride,Gallium trifluoride,GaF3,7783-51-9,126.718,wh powder or col needles,>1000,,4.47,,Ga,0.550220842135
Gallium(III) iodide,Gallium triiodide,GaI3,13450-91-4,450.436,monocl cry,212,340,4.5,,Ga,0.15478988477
Gallium(III) iodide,Gallium triiodide,GaI3,13450-91-4,450.436,monocl cry,212,340,4.5,,I,0.84521011523
Gallium nitride,,GaN,25617-97-4,83.73,gray hex cry,>2500,,6.1,,Ga,0.832715273075
Gallium nitride,,GaN,25617-97-4,83.73,gray hex cry,>2500,,6.1,,N,0.167284726925
Gallium(III) oxide,,Ga2O3,12024-21-4,187.444,wh cry,1807,,≈6.0,,Ga,0.743933394578
Gallium(III) oxide,,Ga2O3,12024-21-4,187.444,wh cry,1807,,≈6.0,,O,0.256066605422
Gallium(III) oxide hydroxide,,GaOOH,20665-52-5,102.73,orth cry,,,5.23,,Ga,0.678703168138
Gallium(III) oxide hydroxide,,GaOOH,20665-52-5,102.73,orth cry,,,5.23,,H,0.00981156965841
Gallium(III) oxide hydroxide,,GaOOH,20665-52-5,102.73,orth cry,,,5.23,,O,0.311485262204
"Gallium(III) 2,4-pentanedioate",Gallium(III) acetylacetonate,Ga(CH3COCHCOCH3)3,14405-43-7,367.047,wh powder,193,subl,1.42,,C,0.490838167051
"Gallium(III) 2,4-pentanedioate",Gallium(III) acetylacetonate,Ga(CH3COCHCOCH3)3,14405-43-7,367.047,wh powder,193,subl,1.42,,Ga,0.189956785873
"Gallium(III) 2,4-pentanedioate",Gallium(III) acetylacetonate,Ga(CH3COCHCOCH3)3,14405-43-7,367.047,wh powder,193,subl,1.42,,H,0.0576677122014
"Gallium(III) 2,4-pentanedioate",Gallium(III) acetylacetonate,Ga(CH3COCHCOCH3)3,14405-43-7,367.047,wh powder,193,subl,1.42,,O,0.261537334874
Gallium phosphide,,GaP,12063-98-8,100.697,yel cub cry,1457,,4.138,,Ga,0.692405581026
Gallium phosphide,,GaP,12063-98-8,100.697,yel cub cry,1457,,4.138,,P,0.307594418974
Gallium suboxide,,Ga2O,12024-20-3,155.445,brn powder,>660,>800 dec,4.77,,Ga,0.897073827852
Gallium suboxide,,Ga2O,12024-20-3,155.445,brn powder,>660,>800 dec,4.77,,O,0.102926172148
Gallium(II) sulfide,,GaS,12024-10-1,101.788,hex cry,965,,3.86,,Ga,0.684982512673
Gallium(II) sulfide,,GaS,12024-10-1,101.788,hex cry,965,,3.86,,S,0.315017487327
Gallium(III) sulfide,,Ga2S3,12024-22-5,235.641,monocl cry,1090,,3.7,,Ga,0.591773078539
Gallium(III) sulfide,,Ga2S3,12024-22-5,235.641,monocl cry,1090,,3.7,,S,0.408226921461
Germanium,,Ge,7440-56-4,72.64,gray-wh cub cry,938.25,2833,5.3234,,Ge,1.0
Germanium(II) fluoride,Germanium difluoride,GeF2,13940-63-1,110.64,wh orth cry; hyg,110,130 dec,3.64,,F,0.343437302977
Germanium(II) fluoride,Germanium difluoride,GeF2,13940-63-1,110.64,wh orth cry; hyg,110,130 dec,3.64,,Ge,0.656562697023
Germanium(II) iodide,Germanium diiodide,GeI2,13573-08-5,326.45,oran-yel hex cry,428,550 dec,5.4,,Ge,0.222515655894
Germanium(II) iodide,Germanium diiodide,GeI2,13573-08-5,326.45,oran-yel hex cry,428,550 dec,5.4,,I,0.777484344106
Germanium(IV) iodide,Germanium tetraiodide,GeI4,13450-95-8,580.26,red-oran cub cry,146,348,4.322,,Ge,0.12518571915
Germanium(IV) iodide,Germanium tetraiodide,GeI4,13450-95-8,580.26,red-oran cub cry,146,348,4.322,,I,0.87481428085
Germanium(IV) oxide,Germanium dioxide,GeO2,1310-53-8,104.64,wh hex cry,1116,,4.25,,Ge,0.694197563428
Germanium(IV) oxide,Germanium dioxide,GeO2,1310-53-8,104.64,wh hex cry,1116,,4.25,,O,0.305802436572
Germanium(II) sulfide,,GeS,12025-32-0,104.71,gray orth cry,658,,4.1,,Ge,0.69375865527
Germanium(II) sulfide,,GeS,12025-32-0,104.71,gray orth cry,658,,4.1,,S,0.30624134473
Germanium(IV) sulfide,,GeS2,12025-34-2,136.77,blk orth cry,530,,3.01,,Ge,0.531110623675
Germanium(IV) sulfide,,GeS2,12025-34-2,136.77,blk orth cry,530,,3.01,,S,0.468889376325
Gold,,Au,7440-57-5,196.967,soft yel metal,1064.18,2856,19.3,,Au,1.0
Gold(I) cyanide,Aurous cyanide,AuCN,506-65-0,222.985,yel hex cry,dec,,7.2,,Au,0.883321657083
Gold(I) cyanide,Aurous cyanide,AuCN,506-65-0,222.985,yel hex cry,dec,,7.2,,C,0.0538635133901
Gold(I) cyanide,Aurous cyanide,AuCN,506-65-0,222.985,yel hex cry,dec,,7.2,,N,0.062814829527
Gold(III) fluoride,Auric fluoride,AuF3,14720-21-9,253.962,oran-yel hex cry,>300,subl,6.75,,Au,0.775575640105
Gold(III) fluoride,Auric fluoride,AuF3,14720-21-9,253.962,oran-yel hex cry,>300,subl,6.75,,F,0.224424359895
Gold(I) iodide,Aurous iodide,AuI,10294-31-2,323.871,yel-grn powder; tetr,120 dec,,8.25,,Au,0.608163575256
Gold(I) iodide,Aurous iodide,AuI,10294-31-2,323.871,yel-grn powder; tetr,120 dec,,8.25,,I,0.391836424744
Gold(I) sulfide,Aurous sulfide,Au2S,1303-60-2,425.998,brn-blk cub cry; unstab,240 dec,,≈11,,Au,0.92472971795
Gold(I) sulfide,Aurous sulfide,Au2S,1303-60-2,425.998,brn-blk cub cry; unstab,240 dec,,≈11,,S,0.0752702820499
Hafnium,,Hf,7440-58-6,178.49,gray metal; hex,2233,4603,13.3,,Hf,1.0
Hafnium boride,,HfB2,12007-23-7,200.11,gray hex cry,3100,,10.5,,B,0.108049492284
Hafnium boride,,HfB2,12007-23-7,200.11,gray hex cry,3100,,10.5,,Hf,0.891950507716
Hafnium carbide,,HfC,12069-85-1,190.5,refrac cub cry,≈3000,,12.2,,C,0.0630480622906
Hafnium carbide,,HfC,12069-85-1,190.5,refrac cub cry,≈3000,,12.2,,Hf,0.936951937709
Hafnium(IV) fluoride,Hafnium tetrafluoride,HfF4,13709-52-9,254.48,wh monocl cry,1025,970 sp,7.1,,F,0.298618885373
Hafnium(IV) fluoride,Hafnium tetrafluoride,HfF4,13709-52-9,254.48,wh monocl cry,1025,970 sp,7.1,,Hf,0.701381114627
Hafnium hydride,,HfH2,12770-26-2,180.51,refrac tetr cry,,,11.4,,H,0.0111679464403
Hafnium hydride,,HfH2,12770-26-2,180.51,refrac tetr cry,,,11.4,,Hf,0.98883205356
Hafnium(IV) iodide,Hafnium tetraiodide,HfI4,13777-23-6,686.11,yel-oran cub cry,449 tp,394 sp,5.6,,Hf,0.260148593542
Hafnium(IV) iodide,Hafnium tetraiodide,HfI4,13777-23-6,686.11,yel-oran cub cry,449 tp,394 sp,5.6,,I,0.739851406458
trans-Dichlorodiamminepalladium(II),,Pd(NH3)2Cl2,13782-33-7,211.39,yel solid,,,2.5,,Cl,0.335432105961
trans-Dichlorodiamminepalladium(II),,Pd(NH3)2Cl2,13782-33-7,211.39,yel solid,,,2.5,,H,0.0286093225015
trans-Dichlorodiamminepalladium(II),,Pd(NH3)2Cl2,13782-33-7,211.39,yel solid,,,2.5,,N,0.132521842399
trans-Dichlorodiamminepalladium(II),,Pd(NH3)2Cl2,13782-33-7,211.39,yel solid,,,2.5,,Pd,0.503436729139
Diphosphorus tetraiodide,,P2I4,13455-00-0,569.566,red tricl needles,125.5,dec,3.89,,I,0.891237207237
Diphosphorus tetraiodide,,P2I4,13455-00-0,569.566,red tricl needles,125.5,dec,3.89,,P,0.108762792763
Dysprosium,,Dy,7429-91-6,162.5,silv metal; hex,1412,2567,8.55,,Dy,1.0
Dysprosium boride,,DyB4,12310-43-9,205.744,tetr cry,2500,,6.98,,B,0.210183529046
Dysprosium boride,,DyB4,12310-43-9,205.744,tetr cry,2500,,6.98,,Dy,0.789816470954
Dysprosium(III) hydride,,DyH3,13537-09-2,165.524,hex cry,,,7.1,,Dy,0.981731813584
Dysprosium(III) hydride,,DyH3,13537-09-2,165.524,hex cry,,,7.1,,H,0.0182681864157
Dysprosium nitride,,DyN,12019-88-4,176.507,cub cry,,,9.93,,Dy,0.920644938691
Dysprosium nitride,,DyN,12019-88-4,176.507,cub cry,,,9.93,,N,0.0793550613093
Dysprosium(III) oxide,Dysprosia,Dy2O3,1308-87-8,372.998,wh cub cry,2228,3900,7.81,,Dy,0.871317877673
Dysprosium(III) oxide,Dysprosia,Dy2O3,1308-87-8,372.998,wh cub cry,2228,3900,7.81,,O,0.128682122327
Dysprosium(III) sulfide,,Dy2S3,12133-10-7,421.195,red-brn monocl cry,,,6.08,,Dy,0.771614097983
Dysprosium(III) sulfide,,Dy2S3,12133-10-7,421.195,red-brn monocl cry,,,6.08,,S,0.228385902017
Erbium,,Er,7440-52-0,167.259,silv metal; hex,1529,2868,9.07,,Er,1.0
Erbium boride,,ErB4,12310-44-0,210.503,tetr cry,2450,,7,,B,0.205431751566
Erbium boride,,ErB4,12310-44-0,210.503,tetr cry,2450,,7,,Er,0.794568248434
Erbium fluoride,,ErF3,13760-83-3,224.254,pink orth cry,1146,,7.8,,Er,0.74584553083
Erbium fluoride,,ErF3,13760-83-3,224.254,pink orth cry,1146,,7.8,,F,0.25415446917
Erbium hydride,,ErH3,13550-53-3,170.283,hex cry,,,≈7.6,,Er,0.982242365965
Erbium hydride,,ErH3,13550-53-3,170.283,hex cry,,,≈7.6,,H,0.017757634035
Erbium iodide,,ErI3,13813-42-8,547.972,viol hex cry; hyg,1014,,≈5.5,,Er,0.30523252074
Erbium iodide,,ErI3,13813-42-8,547.972,viol hex cry; hyg,1014,,≈5.5,,I,0.69476747926
Erbium nitride,,ErN,12020-21-2,181.266,cub cry,,,10.6,,Er,0.922728348496
Erbium nitride,,ErN,12020-21-2,181.266,cub cry,,,10.6,,N,0.0772716515038
Erbium oxide,Erbia,Er2O3,12061-16-4,382.516,pink powder,2344,3920,8.64,,Er,0.874519824258
Erbium oxide,Erbia,Er2O3,12061-16-4,382.516,pink powder,2344,3920,8.64,,O,0.125480175742
Erbium sulfate,,Er2(SO4)3,13478-49-4,622.706,hyg powder,dec,,3.68,1320.0,Er,0.537200713403
Erbium sulfate,,Er2(SO4)3,13478-49-4,622.706,hyg powder,dec,,3.68,1320.0,O,0.308320237261
Erbium sulfate,,Er2(SO4)3,13478-49-4,622.706,hyg powder,dec,,3.68,1320.0,S,0.154479049336
Erbium sulfide,,Er2S3,12159-66-9,430.713,red-brn monocl cry,1730,,6.07,,Er,0.776661024859
Erbium sulfide,,Er2S3,12159-66-9,430.713,red-brn monocl cry,1730,,6.07,,S,0.223338975141
Europium,,Eu,7440-53-1,151.964,soft silv metal; cub,822,1529,5.24,,Eu,1.0
Europium boride,,EuB6,12008-05-8,216.83,cub cry,≈2600,,4.91,,B,0.299156020846
Europium boride,,EuB6,12008-05-8,216.83,cub cry,≈2600,,4.91,,Eu,0.700843979154
